job_title,job_id,date_posted,state_province,area_of_work,min_salary,max_salary,position_type,required_education,preferred_education,preferred_technical_experience,date_posted_dt,min_salary_num,max_salary_num,mid_salary,salary_range,salary_range_pct,min_to_max_ratio,log_mid_salary,days_since_posted,posted_year,posted_month,posted_dow,posted_is_weekend,states_list,n_states_listed,is_multi_state_posting,primary_state,primary_region,required_edu_level,preferred_edu_level,edu_gap_preferred_minus_required,has_preferred_edu_specified,is_intern,is_entry,is_senior,is_lead,is_manager,is_director_plus,is_architect,role_engineering,role_data,role_security,role_product,role_design,role_sales,role_consulting,role_research,role_devops,title_len,title_word_count,text_all,exp_years_min,exp_years_max,exp_years_any,skill_python,skill_java,skill_sql,skill_r,skill_aws,skill_azure,skill_gcp,skill_kubernetes,skill_docker,skill_linux,skill_spark,skill_tableau,skill_powerbi,skill_ml,skill_genai,skill_security,skill_devops,skill_sap,n_skills_mentioned,exp_text_len,exp_text_word_count,skills_bin,PC1,PC2,cluster,is_outlier,outlier_score
Brand Technical Sales Specialist - Select - Automation,90523,02-Feb-2026,Texas,Sales,"96,000.00","172,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"• Proficiency with AI-Enabled Tools: Exposure to utilizing AI-enabled technology stacks to drive engagement and conversion, enhancing customer experiences and streamlining sales processes.
• Virtual Presentation Skills: Experience delivering technical demos and product overviews in virtual settings, effectively showcasing product capabilities and addressing customer needs.
• Digital Channel Optimization: Exposure to leveraging digital channels to advance sales opportunities, including utilizing data-driven insights to inform sales strategies.",2026-02-02,96000.0,172000.0,134000.0,76000.0,0.5671641791044776,0.5581395348837209,11.805595078933049,2,2026,2,0,0,['Texas'],1,0,Texas,South,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54,8,"brand technical sales specialist - select - automation • proficiency with ai-enabled tools: exposure to utilizing ai-enabled technology stacks to drive engagement and conversion, enhancing customer experiences and streamlining sales processes.
• virtual presentation skills: experience delivering technical demos and product overviews in virtual settings, effectively showcasing product capabilities and addressing customer needs.
• digital channel optimization: exposure to leveraging digital channels to advance sales opportunities, including utilizing data-driven insights to inform sales strategies.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,66,0,0.652290848064561,-1.4404201188689572,1,0,0.11398987112273129
Associate Project Manager Apprentice,90972,03-Feb-2026,North Carolina,Project Management,"60,000.00","66,000.00",Internship,High School Diploma/GED,Associate's Degree/College Diploma,• None,2026-02-03,60000.0,66000.0,63000.0,6000.0,0.09523809523809523,0.9090909090909091,11.05089000537367,1,2026,2,1,0,['North Carolina'],1,0,North Carolina,South,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,4,associate project manager apprentice • none,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,-0.6132847931903539,-2.2423319303853604,1,0,0.1241257783984645
PRODUCT MANAGER INTERN,91238,03-Feb-2026,"Texas, New York, North Carolina, Washington, Massachusetts, California",Product Management,"73,800.00","162,360.00",Internship,High School Diploma/GED,Bachelor's Degree,"• Exposure to product analytics or data visualization tools.
• Coursework or projects related to AI, data, or software engineering.
• Familiarity with responsible AI or ethics frameworks.",2026-02-03,73800.0,162360.0,118080.0,88560.0,0.75,0.45454545454545453,11.679117639834299,1,2026,2,1,0,"['Texas', 'New York', 'North Carolina', 'Washington', 'Massachusetts', 'California']",6,1,Texas,South,1,4,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,22,3,"product manager intern • exposure to product analytics or data visualization tools.
• coursework or projects related to ai, data, or software engineering.
• familiarity with responsible ai or ethics frameworks.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,28,0,0.3200550807266732,-2.766381222386399,1,0,0.10522053741549175
Associate Strategy Consultant Intern 2026 - Enterprise Strategy,87621,19-Jan-2026,"Georgia, Illinois, Texas",Consulting,"54,150.00","104,500.00",Internship,High School Diploma/GED,Bachelor's Degree,"* Can understand clients' needs and challenges, applying a creative and logical approach to identify solutions
* Demonstrate foundational quantitative analysis skills and ability to develop data driven recommendations
* Exposure to one of the following programming technologies (e.g., JavaScript, HTML, XML, SQL) is a plus
* Exposure AI & Emerging Tech: Intro to Generative AI, LLMs, and automation tools is a plus.",2026-01-19,54150.0,104500.0,79325.0,50350.0,0.6347305389221557,0.5181818181818182,11.281308616451396,16,2026,1,0,0,"['Georgia', 'Illinois', 'Texas']",3,1,Georgia,South,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,8,"associate strategy consultant intern 2026 - enterprise strategy * can understand clients' needs and challenges, applying a creative and logical approach to identify solutions
* demonstrate foundational quantitative analysis skills and ability to develop data driven recommendations
* exposure to one of the following programming technologies (e.g., javascript, html, xml, sql) is a plus
* exposure ai & emerging tech: intro to generative ai, llms, and automation tools is a plus.",,,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,418,63,1-2,2.6630528749810924,1.3592177666040264,1,0,0.016282125765135158
"Software Engineer II - HashiCorp Vault, Radar, Boundary",89185,28-Jan-2026,"Texas, Massachusetts, California",Software Engineering,"111,000.00","191,000.00",Professional,High School Diploma/GED,Master's Degree,"You have experience using HashiCorp products (Terraform, Packer, Waypoint, Nomad, Vault, Boundary, Consul). 
You have prior experience working in cloud platform engineering teams. 
Emerging experience in mentoring team members, helping to enhance their problem-solving, critical thinking, and planning skills.",2026-01-28,111000.0,191000.0,151000.0,80000.0,0.5298013245033113,0.581151832460733,11.925035115797062,7,2026,1,2,0,"['Texas', 'Massachusetts', 'California']",3,1,Texas,South,1,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,8,"software engineer ii - hashicorp vault, radar, boundary you have experience using hashicorp products (terraform, packer, waypoint, nomad, vault, boundary, consul). 
you have prior experience working in cloud platform engineering teams. 
emerging experience in mentoring team members, helping to enhance their problem-solving, critical thinking, and planning skills.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,311,39,1-2,1.5911455426368961,-0.5953497693667523,1,0,0.1294702382045308
Associate Business Transformation Consultant 2026,65771,30-Jan-2026,"Georgia, Illinois, Texas, New York, North Carolina, Arizona, California, District of Columbia",Consulting,"72,800.00","109,200.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"A passion for innovative ideas, coupled with the ability to understand and assimilate different points of view
Strong quantitative analysis skills and the ability to derive recommendations informed by data and insights
Ability to handle multiple tasks concurrently and meet deadlines, while maintaining focus in an environment with conflicting demands
Aptitude for analyzing data and using it to support recommendations, business decisions, and operational improvements
Experience in areas such Human Resources, Operations/Supply Chain, Manufacturing, or other business functional areas",2026-01-30,72800.0,109200.0,91000.0,36400.0,0.4,0.6666666666666666,11.418614785498987,5,2026,1,4,0,"['Georgia', 'Illinois', 'Texas', 'New York', 'North Carolina', 'Arizona', 'California', 'District of Columbia']",8,1,Georgia,South,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,5,"associate business transformation consultant 2026 a passion for innovative ideas, coupled with the ability to understand and assimilate different points of view
strong quantitative analysis skills and the ability to derive recommendations informed by data and insights
ability to handle multiple tasks concurrently and meet deadlines, while maintaining focus in an environment with conflicting demands
aptitude for analyzing data and using it to support recommendations, business decisions, and operational improvements
experience in areas such human resources, operations/supply chain, manufacturing, or other business functional areas",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,79,0,0.08174466255969468,0.09458368099985061,1,0,0.12279573608994437
IT Lab Tech Apprentice,69163,11-Dec-2025,Arizona,Infrastructure & Technology,"49,200.00","54,120.00",Internship,High School Diploma/GED,Associate's Degree/College Diploma,,2025-12-11,49200.0,54120.0,51660.0,4920.0,0.09523809523809523,0.9090909090909091,10.852439066649831,55,2025,12,3,0,['Arizona'],1,0,Arizona,West,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,it lab tech apprentice ,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2178268611042708,-2.992356763834487,2,0,0.13627571648193199
Oracle HCM Cloud,81203,21-Jan-2026,"South Carolina, Georgia, Florida, Illinois, Ohio, Texas, New York, North Carolina, Pennsylvania, Arizona, Washington, Massachusetts, California, New Jersey, District of Columbia",Security,"82,000.00","141,000.00",Professional,Bachelor's Degree,Unknown,"Ability to write basic queries for issue resolution is a plus
Able to work in a fast-paced environment with a diverse group of people",2026-01-21,82000.0,141000.0,111500.0,59000.0,0.5291479820627802,0.5815602836879432,11.62177986988231,14,2026,1,2,0,"['South Carolina', 'Georgia', 'Florida', 'Illinois', 'Ohio', 'Texas', 'New York', 'North Carolina', 'Pennsylvania', 'Arizona', 'Washington', 'Massachusetts', 'California', 'New Jersey', 'District of Columbia']",15,1,South Carolina,South,4,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,"oracle hcm cloud ability to write basic queries for issue resolution is a plus
able to work in a fast-paced environment with a diverse group of people",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,24,0,-3.5217122429564705,1.0100224501151454,0,0,0.13773236320541138
Circuit Engineer (TS/SCI),86488,22-Jan-2026,"Virginia, Maryland, District of Columbia",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"Deep understanding of electronic principles, semiconductor devices, and integrated circuit (IC) design processes. Analog and digital circuit design to meet specific functional requirements and power consumption, size, and cost.
Utilizing sophisticated design tools and simulation software, develop schematics and layouts that convert theoretical concepts into practical, functional circuits.",2026-01-22,147000.0,254000.0,200500.0,107000.0,0.5336658354114713,0.5787401574803149,12.20856952572876,13,2026,1,3,0,"['Virginia', 'Maryland', 'District of Columbia']",3,1,Virginia,South,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,3,"circuit engineer (ts/sci) deep understanding of electronic principles, semiconductor devices, and integrated circuit (ic) design processes. analog and digital circuit design to meet specific functional requirements and power consumption, size, and cost.
utilizing sophisticated design tools and simulation software, develop schematics and layouts that convert theoretical concepts into practical, functional circuits.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,48,0,-0.9425189530200697,-0.3374160782518317,1,0,0.1490074274956894
Associate Business Transformation Consultant 2026 – ServiceNow,91686,04-Feb-2026,"Georgia, Illinois, Texas, New York",Consulting,"76,500.00","122,400.00",Entry Level,High School Diploma/GED,High School Diploma/GED,"* Assist clients in selection, implementation, and support of ServiceNow platform solutions
* Leverages business knowledge to drive solutions for clients and their management
* Drive to overcome the most challenging or difficult obstacles and look for ways to improve results
* Ability to handle multiple tasks concurrently and meet deadlines, while maintaining focus in an environment with conflicting demands
• Majors: MIS, Business/Finance/Accounting, Supply Chain Management, Industrial Engineering, Computer Science, Information Systems, Business Analytics, Human Resources
• Certifications/Programs: ServiceNow experience, or credentials, ANY cloud certifications (e.g., AWS, Azure)
• Experience: ERP class projects, capstone migrations, internships on ERP teams, exposure to FI/CO, MM, SD or logistics processes
• Skills/Tech: Presentation Development, AI experience, Python, Java, JavaScript, Excel modeling, process mapping
• Other: client-facing internships, consulting clubs, strong process orientation, and documentation skills
 *Candidates should have experience through internships, project work, or coursework in one or more of the following areas:
IT Service Management, Any domain specific Process Automation or systems implementation projects
Business process analysis (IT, Finance, Procurement, HR, Supply chain, Customer Service etc.)
Database design or development 
AI or Cloud-related projects",2026-02-04,76500.0,122400.0,99450.0,45900.0,0.46153846153846156,0.625,11.507410284282118,0,2026,2,2,0,"['Georgia', 'Illinois', 'Texas', 'New York']",4,1,Georgia,South,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62,7,"associate business transformation consultant 2026 – servicenow * assist clients in selection, implementation, and support of servicenow platform solutions
* leverages business knowledge to drive solutions for clients and their management
* drive to overcome the most challenging or difficult obstacles and look for ways to improve results
* ability to handle multiple tasks concurrently and meet deadlines, while maintaining focus in an environment with conflicting demands
• majors: mis, business/finance/accounting, supply chain management, industrial engineering, computer science, information systems, business analytics, human resources
• certifications/programs: servicenow experience, or credentials, any cloud certifications (e.g., aws, azure)
• experience: erp class projects, capstone migrations, internships on erp teams, exposure to fi/co, mm, sd or logistics processes
• skills/tech: presentation development, ai experience, python, java, javascript, excel modeling, process mapping
• other: client-facing internships, consulting clubs, strong process orientation, and documentation skills
 *candidates should have experience through internships, project work, or coursework in one or more of the following areas:
it service management, any domain specific process automation or systems implementation projects
business process analysis (it, finance, procurement, hr, supply chain, customer service etc.)
database design or development 
ai or cloud-related projects",,,0.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1428,183,3-4,3.7685304135173756,4.995198974330402,5,0,0.05082163145930568
Associate Application Developer 2026 – Salesforce,87201,16-Jan-2026,"Georgia, Illinois, Texas, New York, California",Software Engineering,"74,000.00","111,000.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Have flexibility to work across architecture - building both front end and backend
Help maintain and improve code quality, organization, and automatization
Communicate with stakeholders on technical issues Design and code servers, services, applications and databases on platforms such as PostgreSQL, MySQL and Oracle that are reusable, scalable and meet critical architecture goals.",2026-01-16,74000.0,111000.0,92500.0,37000.0,0.4,0.6666666666666666,11.434963923500517,19,2026,1,4,0,"['Georgia', 'Illinois', 'Texas', 'New York', 'California']",5,1,Georgia,South,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49,6,"associate application developer 2026 – salesforce have flexibility to work across architecture - building both front end and backend
help maintain and improve code quality, organization, and automatization
communicate with stakeholders on technical issues design and code servers, services, applications and databases on platforms such as postgresql, mysql and oracle that are reusable, scalable and meet critical architecture goals.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,53,0,0.8312231756958756,-0.9295111712745576,1,0,0.14031620206619622
