job_title,job_id,date_posted,state_province,area_of_work,min_salary,max_salary,position_type,required_education,preferred_education,preferred_technical_experience
Data Scientist Intern 2026 – Client Innovation Center (Entry Level),87026,19-Jan-2026,New York,Enterprise Operations,"29,120.00","51,484.00",Internship,High School Diploma/GED,Bachelor's Degree,"Preferred Skills (Nice-to-Haves):
Exposure to data analysis, statistical modeling, or machine learning through academic projects, internships, hackathons, or research
Familiarity with common data science libraries (e.g., pandas, NumPy, scikit-learn, or similar)
Exposure to cloud or analytics platforms through coursework or labs
Interest in areas such as AI-enabled analytics, automation, or data-driven decision making
Experience working on team-based projects that involve data analysis or technical problem-solving"
Sales Development Representative,86515,22-Jan-2026,North Carolina,Sales,"85,000.00","85,000.00",Professional,Associate's Degree/College Diploma,Bachelor's Degree,"Preferred Qualifications: 
2-5 years plus experience in SaaS sales or telephone prospecting is preferred. 
Experienced using Sales prospecting tools and CRM 
Recent IT industry and/or enterprise selling experience is preferred. We are looking for someone who is excited to work in a fast moving, high growth company for an opportunity to drive revenue growth and advance a career in large enterprise sales."
"Associate SAP Package Specialist - Entry Level (Baton Rouge, LA)",65768,29-Oct-2025,Louisiana,Data & Analytics,"43,680.00","80,080.00",Entry Level,Bachelor's Degree,Bachelor's Degree,
Entry Level Software Developer,73104,03-Dec-2025,"Texas, Arizona",Infrastructure & Technology,"81,600.00","122,400.00",Entry Level,Bachelor's Degree,Master's Degree,"Proficiency in one or more of the following technology areas:

• Deep understanding of Python and experience developing software that interacts with hardware, preferably storage systems.
• Proven experience with Python libraries commonly used in storage management and data processing.
• Familiarity with storage concepts such as block storage, object storage, file systems,  RAID configurations, and data integrity techniques.
• Experience working directly with storage hardware APIs or protocols (e.g., SCSI, NVMe command sets, vendor-specific APIs).
• Proficiency in Python for tasks related to hardware testing and automation.
• Experience with developing Python-based tools for monitoring and managing storage performance and health.
• Knowledge of data serialization formats relevant to storage systems (e.g., JSON, YAML, Protocol Buffers).
• Experience with Python in embedded systems or interacting with low-level hardware interfaces via libraries.
• Familiarity with performance analysis and optimization techniques in Python, particularly in the context of data I/O."
Entry Level Software Developer 2026,73120,28-Jan-2026,"Minnesota, Texas, New York, North Carolina, Arizona, Massachusetts, California",Infrastructure & Technology,"88,000.00","152,000.00",Entry Level,Bachelor's Degree,Bachelor's Degree,"Proficiency in programming languages such as Python, Java, or JavaScript.Experience with cloud platforms, especially IBM Cloud or similar (AWS, Azure, GCP).Understanding of security best practices and Software Development principles.Strong problem-solving and analytical skills.Ability to work in agile, cross-functional teams."
Software Developer Intern/Austin 2026,72308,02-Feb-2026,Texas,Software Engineering,"75,600.00","138,600.00",Internship,High School Diploma/GED,Bachelor's Degree,"Experience with cloud platforms (IBM Cloud, AWS, or Azure).
 * Familiarity with REST APIs and relational databases.
 * Exposure to CI/CD pipelines and automation tools (Jenkins, Cypress, Selenium, etc.).
 * Contributions to open-source or personal coding projects.
 * Understanding of Agile principles and collaborative development environments."
Entry Level Data Scientist,90173,30-Jan-2026,Arizona,Enterprise Operations,"60,500.00","141,300.00",Entry Level,Bachelor's Degree,Master's Degree,"• Expert in Design, Implementation, Test, Release, and Support of Code
• Highly skilled in C programming Language
• AIX/UNIX and/or Linux Proficiency
• English Language Proficiency Fluent
• Teamwork across multiple teams in different areas
• Analysis and Debug of Code and Hardware
• Implementation of code in Real Time Device Driver environment
• Unit Test, HMI Test, Formal Test Support and Field Support"
Managing Consultant SAP TM Lead,89887,02-Feb-2026,"Texas, New York, North Carolina, Virginia, Colorado, Michigan, Delaware, Kansas, Louisiana, Vermont, Nebraska, Nevada, California, New Jersey, Connecticut",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,,"• SAP S/4HANA Integration: Experience with integrating SAP S/4HANA TM solutions with existing systems and processes to ensure seamless operations. 
• Logistics Industry Knowledge: Experience in the logistics industry, with an understanding of supply chain operations and transportation management best practices. 
• Advanced SAP S/4HANA TM: Experience with advanced SAP S/4HANA TM features and functionality to optimize supply chain operations and improve logistics efficiency."
WorkdaySolution Architect,89842,30-Jan-2026,"Georgia, Illinois, Texas, New York, California, New Jersey",Software Engineering,"144,000.00","248,000.00",Professional,Bachelor's Degree,,"• Advanced Workday Integration: Experience with integrating multiple Workday modules and third-party applications, ensuring seamless data flow and compatibility. • Complex Solution Development: Experience in designing and developing complex Workday-based solutions, leveraging advanced features and capabilities to meet business requirements. • Technical Leadership: Experience in leading technical teams and guiding the development of Workday-based solutions, applying deep expertise in Workday's features and capabilities."
Accounts Receivable M&A Intern 2026,82146,19-Dec-2025,New York,Enterprise Operations,"62,899.00","115,315.00",Internship,High School Diploma/GED,Bachelor's Degree,
Senior Support Engineer - HashiCorp Vault,88578,27-Jan-2026,"Texas, California",Software Engineering,"111,000.00","191,000.00",Professional,Associate's Degree/College Diploma,Bachelor's Degree,* Bachelor’s degree in Computer Science or equivalent professional experience preferred
Senior Software Engineer - HashiCorp Secure Products,89183,30-Jan-2026,"Texas, Massachusetts, California",Software Engineering,"161,000.00","276,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Experience with directly with internal teams, the customer and/or external community and designs solutions based on requirements and the needs of the customer
You have experience using HashiCorp products (Terraform, Packer, Waypoint, Nomad, Vault, Boundary, Consul). 
You have prior experience working in cloud platform engineering teams"
Brand Technical Sales Specialist - Select - Automation,89117,02-Feb-2026,Georgia,Sales,"96,000.00","172,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"• Familiarity with IBM Cloud, Red Hat OpenShift, and containerization technologies.
• Experience selling to enterprise clients in regulated industries.
• Knowledge of cloud migration strategies and multi-cloud environments.

Core Technical Skills
• Hybrid Cloud Expertise: “Experience with hybrid cloud architectures and multi-cloud environments.”
• Containerization & Orchestration: “Proficiency in Kubernetes and Red Hat OpenShift for containerized workloads.”
• Cloud-Native Development: “Ability to design and deploy cloud-native applications leveraging microservices.”
• Automation & DevOps: “Hands-on experience with CI/CD pipelines, Infrastructure as Code (IaC), and automation tools.”
• Security & Compliance: “Knowledge of cloud security frameworks, identity management, and compliance standards.”"
Senior Managing SAP Data Lead,89492,28-Jan-2026,"Missouri, South Carolina, Georgia, Florida, Minnesota, Ohio, Texas, New York, North Carolina, Idaho, Virginia, Alabama, Arkansas, Colorado, Michigan, Pennsylvania, Arizona, Washington, Massachusetts, Delaware, Louisiana, California, New Jersey, West Virginia, District of Columbia",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,Master's Degree,"* Advanced SAP EIM Skills: Experience with multiple SAP EIM tools, including SAP BODS, SAP BOIS, SAP SDI, SAP DATA HUB, SAP DMC, and SAP Data Migration, to develop comprehensive data solutions for S/4 HANA and other SAP products. 
 * Complex Data Flow Optimization: Experience in optimizing complex ETL data flows using Business Objects Data Services, ensuring efficient data processing and seamless integration within the Business Objects Enterprise landscape. 
 * HANA Replication Expertise: Experience with handling HANA replication with Data Services and loading with SAP DMC, ensuring efficient data management and integration."
Associate Package Consultant 2026 – Workday,87277,16-Jan-2026,"Georgia, Illinois, Texas",Consulting,"74,250.00","118,800.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"*Bachelor’s degree in business, information systems, HR, finance, supply chain or a related field  
*Assist clients in selection, implementation, and support of packaged software solutions
*Internship, co-op or project experience with ERP systems (Workday, SAP, Oracle)
*Experience using AI-driven tools to analyze data or improve workflow efficiency requirement gathering, testing, workflow efficiency
*Familiarity with reporting tools or basic SQL
* Leverages business knowledge to drive solutions for clients and their management
*Understanding of core business process (HR, finance, or payroll)
* Drive to overcome the most challenging or difficult obstacles and look for ways to improve results
* Ability to handle multiple tasks concurrently and meet deadlines, while maintaining focus in an environment with conflicting demands
*Willingness to pursue certifications in Workday"
Senior Managing Consultant SAP VIM Architect,81453,09-Jan-2026,"Georgia, Illinois, Ohio, Texas, New York, New Jersey",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,,
Managing SAP Data Migration Lead,89038,29-Jan-2026,"Missouri, South Carolina, Georgia, Florida, Minnesota, Illinois, Ohio, Texas, New York, North Carolina, Idaho, Virginia, Alabama, Arkansas, Colorado, Michigan, Pennsylvania, Arizona, Washington, Massachusetts, Delaware, Louisiana, California, New Jersey, West Virginia, District of Columbia",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,,"Advanced SAP EIM Skills: Experience with multiple SAP EIM tools, including SAP BODS, SAP BOIS, SAP SDI, SAP DATA HUB, SAP DMC, and SAP Data Migration, to develop comprehensive data solutions for S/4 HANA and other SAP products. 
Complex Data Flow Optimization: Experience in optimizing complex ETL data flows using Business Objects Data Services, ensuring efficient data processing and seamless integration within the Business Objects Enterprise landscape. 
HANA Replication Expertise: Experience with handling HANA replication with Data Services and loading with SAP DMC, ensuring efficient data management and integration."
Entry level AI/ML Engineer,79649,04-Dec-2025,California,Software Engineering,"120,960.00","181,440.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Experience with fine-tuning and prompt engineering for LLMs
Deep understanding of transformer architectures and attention mechanisms
Proficiency in vector databases and embedding technologies
Knowledge of model serving frameworks (TensorRT, ONNX, TorchServe)
Familiarity with cloud platforms (IBM Cloud, AWS, Azure, GCP)
Commitment to continuous learning in the rapidly evolving field of AI"
